model_name,rpm,CMH,Pa,Area 1(CMH),Area 1(Pa),Area 2(CMH),Area 2(Pa),power (kW),total efficiency (%),static pressure efficiency (%),63Hz(dB / dB(A)),125Hz(dB / dB(A)),250Hz(dB / dB(A)),500Hz(dB / dB(A)),1kHz(dB / dB(A)),2kHz(dB / dB(A)),4kHz(dB / dB(A)),8kHz(dB / dB(A)),Total_dB / dB(A)
TZAF 1120 FF T2,1100,120468,1878,102142.85714285714,2304.7619047619046,150000.0,1600.0000000000002,79.58,84.67,78.96,103 / 77,104 / 88,103 / 94,98 / 95,94 / 94,89 / 90,84 / 85,79 / 78,109 / 100
TZAF 1120 FF T2,1100,123960,1773,102142.85714285714,2304.7619047619046,150000.0,1600.0000000000002,77.34,84.67,78.96,103 / 77,104 / 88,103 / 94,98 / 95,94 / 94,89 / 90,84 / 85,79 / 78,109 / 100
TZAF 1120 FF T2,1100,127775,1669,102142.85714285714,2304.7619047619046,150000.0,1600.0000000000002,75.03,84.67,78.96,103 / 77,104 / 88,103 / 94,98 / 95,94 / 94,89 / 90,84 / 85,79 / 78,109 / 100
TZAF 1120 FF T2,1100,131966,1565,102142.85714285714,2304.7619047619046,150000.0,1600.0000000000002,72.65,84.67,78.96,103 / 77,104 / 88,103 / 94,98 / 95,94 / 94,89 / 90,84 / 85,79 / 78,109 / 100
TZAF 1120 FF T2,1100,136598,1460,102142.85714285714,2304.7619047619046,150000.0,1600.0000000000002,70.19,84.67,78.96,103 / 77,104 / 88,103 / 94,98 / 95,94 / 94,89 / 90,84 / 85,79 / 78,109 / 100
TZAF 1120 FF T2,1100,141754,1356,102142.85714285714,2304.7619047619046,150000.0,1600.0000000000002,67.63,84.67,78.96,103 / 77,104 / 88,103 / 94,98 / 95,94 / 94,89 / 90,84 / 85,79 / 78,109 / 100
TZAF 1120 FF T2,1100,147542,1252,102142.85714285714,2304.7619047619046,150000.0,1600.0000000000002,64.98,84.67,78.96,103 / 77,104 / 88,103 / 94,98 / 95,94 / 94,89 / 90,84 / 85,79 / 78,109 / 100
TZAF 1120 FF T2,1100,154103,1147,102142.85714285714,2304.7619047619046,150000.0,1600.0000000000002,62.21,84.67,78.96,103 / 77,104 / 88,103 / 94,98 / 95,94 / 94,89 / 90,84 / 85,79 / 78,109 / 100
TZAF 1120 FF T2,1150,119481,2280,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,95.85,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,122584,2166,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,93.43,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,125944,2052,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,90.94,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,129595,1938,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,88.37,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,133583,1824,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,85.73,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,137964,1710,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,83.01,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,142807,1596,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,80.2,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,148197,1482,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,77.28,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,154249,1368,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,74.25,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1150,161107,1254,106785.71428571429,2519.0476190476193,156818.18181818182,1748.7603305785126,71.09,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1155,120000,2300,107250.0,2541.0,157500.0,1764.0000000000002,97.11,84.67,78.96,104 / 78,105 / 89,104 / 95,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1172,120000,2400,108828.57142857143,2616.350476190476,159818.18181818182,1816.3094214876035,100.97,84.73,79.24,104 / 78,106 / 90,104 / 96,99 / 96,95 / 95,90 / 91,85 / 86,80 / 79,110 / 101
TZAF 1120 FF T2,1200,122867,2516,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,108.38,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,126059,2390,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,105.64,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,129513,2264,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,102.82,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,133268,2139,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,99.92,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,137369,2013,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,96.94,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,141874,1887,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,93.86,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,146854,1761,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,90.68,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,152398,1635,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,87.38,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,158620,1510,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,83.95,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1200,165674,1384,111428.57142857143,2742.8571428571427,163636.36363636365,1904.132231404959,80.38,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,125427,2622,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,115.3,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,128685,2491,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,112.38,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,132211,2360,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,109.38,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,136044,2229,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,106.3,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,140231,2098,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,103.12,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,144830,1966,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,99.85,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,149913,1835,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,96.46,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,155573,1704,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,92.96,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,161925,1573,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,89.31,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
TZAF 1120 FF T2,1225,169125,1442,113750.0,2858.3333333333335,167045.45454545456,1984.2975206611573,85.51,84.73,79.24,105 / 79,107 / 91,105 / 97,100 / 97,96 / 96,91 / 92,86 / 87,81 / 80,111 / 102
